  Time (min)    V neg      V pos       Cur (A/m2)    Temp (C)   Heat Gen (W/m3)
   4.912000         NaN         NaN         NaN           NaN             NaN
   4.912333         NaN         NaN         NaN           NaN             NaN
   4.912667         NaN         NaN         NaN           NaN             NaN
   4.913000         NaN         NaN         NaN           NaN             NaN
   4.913333         NaN         NaN         NaN           NaN             NaN
   4.913667         NaN         NaN         NaN           NaN             NaN
   4.914000         NaN         NaN         NaN           NaN             NaN
   4.914333         NaN         NaN         NaN           NaN             NaN
   4.914667         NaN         NaN         NaN           NaN             NaN
   4.915000         NaN         NaN         NaN           NaN             NaN
   4.915333         NaN         NaN         NaN           NaN             NaN
   4.915667         NaN         NaN         NaN           NaN             NaN
   4.916000         NaN         NaN         NaN           NaN             NaN
   4.916333         NaN         NaN         NaN           NaN             NaN
   4.916667         NaN         NaN         NaN           NaN             NaN
   4.917000         NaN         NaN         NaN           NaN             NaN
   4.917333         NaN         NaN         NaN           NaN             NaN
   4.917667         NaN         NaN         NaN           NaN             NaN
   4.918000         NaN         NaN         NaN           NaN             NaN
   4.918333         NaN         NaN         NaN           NaN             NaN
   4.918667         NaN         NaN         NaN           NaN             NaN
   4.919000         NaN         NaN         NaN           NaN             NaN
   4.919333         NaN         NaN         NaN           NaN             NaN
   4.919667         NaN         NaN         NaN           NaN             NaN
   4.920000         NaN         NaN         NaN           NaN             NaN
   4.920333         NaN         NaN         NaN           NaN             NaN
   4.920667         NaN         NaN         NaN           NaN             NaN
   4.921000         NaN         NaN         NaN           NaN             NaN
   4.921333         NaN         NaN         NaN           NaN             NaN
   4.921667         NaN         NaN         NaN           NaN             NaN
   4.922000         NaN         NaN         NaN           NaN             NaN
   4.922333         NaN         NaN         NaN           NaN             NaN
   4.922667         NaN         NaN         NaN           NaN             NaN
   4.923000         NaN         NaN         NaN           NaN             NaN
   4.923333         NaN         NaN         NaN           NaN             NaN
   4.923667         NaN         NaN         NaN           NaN             NaN
   4.924000         NaN         NaN         NaN           NaN             NaN
   4.924333         NaN         NaN         NaN           NaN             NaN
   4.924667         NaN         NaN         NaN           NaN             NaN
   4.925000         NaN         NaN         NaN           NaN             NaN
   4.925333         NaN         NaN         NaN           NaN             NaN
